ID,Adjusted cell count/mL,time
00AA,235234,15
00AB,243847,15
00AC,242152,15
00AD,231562,15
00AE,208124,15
00AF,213066,15
00AG,197675,15
00AH,206994,15
00AI ,210101,15
00AJ,219137,15
00AK,211089,15
00AL,222385,15
00AM,217584,15
00AN,216737,15
00AO,211795,15
02AA,40947,15
02AB,39253,15
02AC,34028,15
02AD,42359,15
02AE,39394,15
02AF,32052,15
02AG,44901,15
02AH,43065,15
02AI,41371,15
02AJ,48007,15
02AK,36146,15
02AL,49278,15
02AM,42218,15
02AN,38123,15
02AO,48007,15
