00AA.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AI.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AA.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AI.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AA.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AJ.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AA.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AI.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AA.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AI.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AA.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AJ.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AB.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AJ.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AB.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AJ.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AB.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AL.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AB.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AJ.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AB.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AJ.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AB.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AL.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AC.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AK.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AC.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AK.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AC.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AM.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AC.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AK.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AC.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AK.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AC.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AM.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AD.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AL.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AD.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AL.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AD.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AN.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AD.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AL.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AD.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AL.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AD.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AN.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AE.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AM.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AE.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AM.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AE.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AO.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AE.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AM.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AE.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AM.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AE.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AO.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AF.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AN.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AF.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AN.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AF.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
05AB.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AF.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AN.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AF.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AN.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AF.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
05AB.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AG.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AO.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AG.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AO.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AG.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
05AF.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AG.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AO.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AG.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AO.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AG.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
05AF.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AH.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
bk.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AH.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
bk.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AH.1,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
bk.3,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AH.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
bk.4,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
02AH.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
bk.5,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
03AH.2,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
bk.6,0,16.93333333,25,33.05,39.38333333,63.05,108.4666667,158.95
00AA.3r,0,16.81666667,24.88333333,33.06666667,39.38333333,63.05,108.5333333,158.9833333
00AI .3r,0,16.81666667,24.88333333,33.06666667,39.38333333,63.05,108.5333333,158.9833333
