00AO.1,0,7997096,16064356,6026891,2261647,1244354,2367896,9257991
02AG.1,0,24703600,31759268,26583073,23772223,21929613,17224230,35417722
02AO.1,0,22352828,31927754,29047856,27220087,18006161,16686658,30450669
03AG.1,0,21465030,31611442,31572835,27106727,19262218,14812207,43331444
05AF.1,0,19794115,34826107,31967718,23473123,6402112,2691099,25086081
00AG.2,0,22437788,28725938,25806692,23321464,17910050,12838401,23397112
00AO.2,0,17030532,22084658,19969470,20259260,20144900,17580269,23772368
02AG.2,0,23860935,31270383,30192253,25586392,25233245,20117163,30655330
02AO.2,0,21025330,30660427,28582013,24156668,13481832,15165565,39745436
03AG.2,0,21524138,29877829,33124313,27662850,10213368,8308907,39930207
05AF.2,0,19790252,36196847,33472114,25366359,8882828,3488782,25905997
00AH.1,0,14453540,24724752,14022492,5347796,1961441,1754173,6857169
bk.1,0,-46621,218432,42108,-30077,32647738,-52936,21677489
02AH.1,0,21171136,27009268,28961753,26375281,25233605,14725096,29803331
bk.2,0,-43787,221977,268795,44074,36445588,88833,21124014
03AH.1,0,25236764,41205288,37844590,33517146,18437373,18054252,48130703
bk.3,0,-29594,413715,344465,141266,36838982,98023,22136608
00AH.2,0,13691642,27990624,12752847,4304180,923106,986839,5971155
bk.4,0,33241129,34358688,35032962,36105496,-6912,35686185,36275665
02AH.2,0,20522678,28325581,31146277,26547459,18273330,23272760,31654634
bk.5,0,35660215,36228318,35708664,35130239,41431,34320310,35519434
03AH.2,0,22952463,42521490,37933067,32825318,21993004,12471857,52173624
bk.6,0,37018656,35332994,35178374,34684265,2390,35913505,34124900
00AA.3r,0,4524012,12924366,6889777,3908420,870338,1318283,8275217
00AI .3r,0,16350096,32424085,15608959,6534300,645064,1010637,6768417
02AA.3r,0,23638367,50172639,39716258,35347005,14190746,24423734,37873546
02AI.3r,0,23217455,41064069,35051524,7422113,12035066,7211717,31721118
03AA.3r,0,17302391,29870340,23910653,23201769,5851127,3857097,28795014
03AJ.3r,0,18678140,35858842,28293101,22963989,6212719,2622920,34398874
04AA.1r,0,16756543,31512568,28543543,24983726,3964227,3656510,50594872
04AI.1r,0,19403053,42858802,28923103,33723757,10606877,18417087,48158582
06AD.1r,0,14776703,32271760,27972718,28617897,6380556,10593483,52439177
04AA.2r,0,17399117,37052356,25168302,29651360,3994459,9511014,50142348
04AI.2r,0,25295336,37496108,36689800,38221103,7773444,14549818,55494902
06AD.2r,0,12805032,33858921,33512023,29016350,8221955,17833394,57987704
00AB.3r,0,6446248,17509915,8995109,3946013,453725,7782797,16915852
00AJ.3r,0,16898143,39500079,30462110,13166381,12168975,11617530,13146526
02AB.3r,0,17941913,31382962,21074156,7924240,3326260,15900189,29640348
02AJ.3r,0,18689342,35132087,24358883,10599460,6247066,18415440,34564953
03AB.3r,0,20720997,38113339,30436987,10306529,6732187,4862978,42370312
03AL.3r,0,17115596,36102348,28264442,25962699,8481694,2350012,36085144
04AB.1r,0,16894011,30658828,21530926,7760672,7805342,3097478,21605158
04AJ.1r,0,17312750,34715009,25339136,20510416,6437738,16449568,35591423
06AE.1r,0,12755458,24019053,17751246,13081268,2574859,6362896,20047478
04AB.2r,0,15556637,34739037,24180709,21139370,3267515,17899515,20986651
04AJ.2r,0,18567585,35557099,28852433,25077761,5653166,12962994,37822776
06AE.2r,0,12331858,23474667,18717365,3648083,3169724,6766711,21744666
00AC.3r,0,3200327,14186535,13473767,8276349,3156076,13659741,24301073
00AK.3r,0,15525297,34901438,13573861,4482994,2218513,3028860,11087825
02AC.3r,0,20666049,36333593,24389167,27113346,5662088,14259726,29886813
02AK.3r,0,21479979,35483978,24615866,19180715,7663947,7548635,34403187
03AC.3r,0,18604216,34634075,26949123,26307966,4822875,7209551,25870344
03AM.3r,0,15527639,41978074,29444773,24953026,16954540,6450041,40954020
04AC.1r,0,13620188,30160632,23873260,16436283,7831354,6344738,34539951
04AK.1r,0,20326675,36797307,23087889,18473810,8105229,10187317,35120299
06AF.1r,0,11421269,19430245,12899370,14204097,1943356,4137173,4882261
04AC.2r,0,19090106,26912912,24533783,20299433,4324264,9203618,31237817
04AK.2r,0,21692940,35802879,21571101,16407784,3362620,8435862,43666119
06AF.2r,0,9166137,14953981,11404523,10153134,1506153,1255116,4682508
00AD.3r,0,5297321,15297065,6132282,3067963,1324532,3592389,14360039
00AL.3r,0,7621860,16316420,4211830,1160423,2403626,3650761,5866136
02AD.3r,0,16721631,31245081,23367713,4029347,17160683,27984315,30550946
02AL.3r,0,21250174,46613975,36366019,36881289,19507601,13155012,32178110
03AD.3r,0,20688873,33051699,25266391,24912372,6713477,6989738,30775330
03AN.3r,0,24057624,44855520,31775678,35050630,21821064,9693763,37981070
04AD.1r,0,15312103,34523077,24857521,28874722,7680013,7347105,27437270
04AL.1r,0,15171529,37217754,23041543,25022104,9499616,12017322,22583451
06AG.1r,0,15593979,29198221,19277423,21514631,5066995,4968499,11003861
04AD.2r,0,14495537,38334385,24581581,24014056,8165643,5447884,32359347
04AL.2r,0,21786667,37160722,23377656,22496462,9794114,9699488,26703350
06AG.2r,0,11825303,31053109,20515247,22556944,3983531,3445926,8663957
00AE.3r,0,10290081,27604529,15922660,7690004,3005297,7068527,12677581
00AM.3r,0,9172249,16534594,5169647,2102834,308451,1072835,5838653
02AE.3r,0,19441842,29035643,25148738,17493044,13240691,12115207,18437889
02AM.3r,0,21744524,34196762,32300070,33427162,21341242,13957684,30978142
03AE.3r,0,19868828,31445889,28489806,24921054,12492792,9368713,27603805
03AO.3r,0,22076465,34808270,31057540,29257699,13208933,10212871,33041552
04AE.1r,0,23546189,28834567,24188624,24174207,15931316,17199051,36522404
04AM.1r,0,19312360,31118225,22819561,20511890,11173220,11842873,29935913
06AH.1r,0,19548420,24960490,15945794,13877934,9337232,16028698,32484652
04AE.2r,0,20555309,32543875,22868207,25043864,15668983,20533930,34191356
04AM.2r,0,16829689,34490928,27124942,20566978,8478835,7659473,33790053
06AH.2r,0,18803650,31618695,22258349,16627855,9187877,10750183,33383172
00AF.3r,0,14630042,28367741,22136539,18074844,8132109,5335096,10918184
00AN.3r,0,17254531,29566803,10340833,3922994,2397514,2604114,6528108
02AF.3r,0,19073561,28483391,26693317,24557150,18750811,21752525,22555759
02AN.3r,0,19755208,28783689,25913531,29766429,13872231,13814849,20329428
03AF.3r,0,20765599,35175729,35932569,38314495,19491280,13281846,34264325
05AB.3r,0,18415305,26819518,15160461,14066230,6546053,8387748,24582082
04AF.1r,0,20070531,38220764,20613896,24092954,13605019,20128074,35875557
04AN.1r,0,18292811,32416158,25823636,27970736,14646169,14507024,29231014
06AO.1r,0,22490708,37732051,35329238,36628884,11054344,3999199,26745642
04AF.2r,0,18705567,38199627,22445373,20545419,14085970,22862305,32831432
04AN.2r,0,18207509,30020328,27176290,28267218,9739201,9861694,28885530
06AO.2r,0,20522744,37374588,32821466,35149273,9036787,2290484,25881700
00AG.3r,0,19375964,34028971,28541394,35948908,20306665,17083162,23450295
00AO.3r,0,18385568,33578043,25416000,24665841,19130691,14913569,28045937
02AG.3r,0,23082178,35272835,17901800,29727315,18302570,15520516,26814194
02AO.3r,0,21741402,32570072,19344054,26390224,15751206,15328803,25765546
03AG.3r,0,19200278,34146472,33594291,37505483,16107242,16028624,32496127
05AF.3r,0,20438325,34591239,19026401,24353292,6910843,3806688,30463618
04AG.1r,0,16220467,28680653,25236088,26871891,10711314,20141191,27823181
04AO.1r,0,22335650,35666959,31661427,26150479,10298726,12576514,36366252
bk.12r,0,-18103,536350,196743,351847,53880,91966,876220
04AG.2r,0,16760115,29865977,26085468,21257554,11116965,26190362,26499606
04AO.2r,0,22152596,36351137,31194180,41071987,11021531,6050469,40507894
bk.14r,0,-47121,546306,179587,1144765,-34952,-19795,901461
00AH.3r,0,14280292,37034604,30248668,34749885,16916161,17437221,26919488
bk.7r,0,35268461,39942851,34745366,33771257,32632726,34309489,71950049
02AH.3r,0,20660024,33824534,28093045,34401373,18561618,18726809,21817445
bk.8r,0,35618245,36469029,35602154,34774047,36037370,35791030,69725206
03AH.3r,0,22281647,45619292,37274759,48112169,18545309,19098736,45614643
bk.9r,0,35017261,29492087,35556447,37358663,37233872,35803448,70382558
04AH.1r,0,16683248,29999549,26268188,29897797,16760300,16312852,24583831
bk.10r,0,-39948,277983,194485,455620,48694,83826,18470684
bk.11r,0,-27243,15226,-8587,153896,-24672,-24007,19988189
04AH.2r,0,17028320,28441446,22419404,27063859,13493461,21610215,28225655
bk.13r,0,-39853,319300,136397,497344,-9859,121972,17822376
bk.15r,0,-43650,-502,-18001,4526824,-23643,-9003,18254486
04AA.3,0,19063869,24668568,27908458,19062411,8794420,5818929,
04AI.3,0,22350536,34116860,39382885,14319061,12965243,8034025,
06AD.3,0,19144028,23073246,30524657,22546359,10472967,7900867,
07AA.1,0,10917120,17749286,17351484,7380510,4107187,4593008,
07AA.2,0,12182263,18609661,23970052,11316026,2961182,5558199,
07AA.3,0,11184747,17841408,22047225,6708142,3983912,2339988,
09AF.1,0,15593105,17706780,20304617,8750874,1875961,1823296,
09AF.3,0,17298005,18812409,20557358,4831503,2624607,1435985,
NA1,0,0,0,0,0,0,0,0
NA9,0,0,0,0,0,0,0,0
NA17,0,0,0,0,0,0,0,0
NA25,0,0,0,0,0,0,0,0
04AB.3,0,18048239,28135281,25044250,16521528,7240528,13607292,
04AJ.3,0,19792201,31278464,33618064,4144287,6350479,10027744,
06AE.3,0,13652358,17667892,20182469,9737251,3605469,2602251,
07AI.1,0,9264579,11788085,13157779,1410570,3931677,1246493,
07AI.2,0,7220830,12374241,12850585,2815399,762479,2998261,
07AI.3,0,7231460,12464635,10064786,1730790,687746,1155981,
09AN.1,0,2487546,1999674,3907169,754393,458184,1576723,
09AN.3,0,2759579,3250469,2685401,818864,1061199,1357860,
NA2,0,0,0,0,0,0,0,0
NA10,0,0,0,0,0,0,0,0
NA18,0,0,0,0,0,0,0,0
NA26,0,0,0,0,0,0,0,0
04AC.3,0,16994673,25924771,27835204,15120165,5275989,15112736,
04AK.3,0,22880140,32468442,28498399,10131996,6259053,4212429,
06AF.3,0,8819223,12942405,19114665,5613834,1302249,2487847,
07AJ.1,0,4670567,11530445,21462414,2434686,2909242,949571,
07AJ.2,0,5131096,9140713,14587723,5632815,1500407,1457452,
07AJ.3,0,4969826,9782144,13016700,2713801,1390881,1716359,
09AU.1,0,15558148,9340641,5653920,1146242,-313532,208292,
09AU.3,0,15760440,9610191,7131491,1500559,249853,398097,
NA3,0,0,0,0,0,0,0,0
NA11,0,0,0,0,0,0,0,0
NA19,0,0,0,0,0,0,0,0
NA27,0,0,0,0,0,0,0,0
04AD.3,0,18270003,28944007,42159587,22626954,10956133,4426894,
04AL.3,0,24529342,29321675,20284921,9310090,6401903,12185968,
06AG.3,0,13450817,23790414,20495326,10045200,6234397,3727468,
08AJ.1,0,15969559,16063450,10629080,2927972,1124231,322511,
08AJ.2,0,16762567,17879513,9905441,2959294,1879707,-68412,
08AJ.3,0,15939162,13177665,9611780,2034744,45993,-535456,
09AF.2,0,15340167,17345536,13427715,3785047,3791117,1383924,
bk.21,0,35159986,150185,90156,86624,34964924,39133989,
NA4,0,0,0,0,0,0,0,0
NA12,0,0,0,0,0,0,0,0
NA20,0,0,0,0,0,0,0,0
NA28,0,0,0,0,0,0,0,0
04AE.3,0,19613547,32248322,23947796,13853873,14381224,25398506,
04AM.3,0,17547702,27649103,24424350,8821218,8727637,11158648,
06AH.3,0,15720379,28297364,19471666,7303036,5418427,26196306,
08AL.1,0,2904040,6401921,9629616,3012261,3758985,2297018,
08AL.2,0,3639495,5174550,8115132,3765365,3656268,1242229,
08AL.3,0,2699745,6050841,10206735,3373488,3608619,908446,
09AN.2,0,1502573,1904300,554717,816772,458315,618746,
bk.22,0,35337280,-12315,34679252,-34996,35464282,34188809,
NA5,0,0,0,0,0,0,0,0
NA13,0,0,0,0,0,0,0,0
NA21,0,0,0,0,0,0,0,0
NA29,0,0,0,0,0,0,0,0
04AF.3,0,21817255,31407416,21285742,11287444,11838163,14525338,
04AN.3,0,18391543,34689898,27295968,10659332,11694654,13888851,
06AO.3,0,29857012,38497055,35012388,24659263,8656548,3936969,
08AN.1,0,18369912,22419194,15995922,9488375,7654560,9620830,
08AN.2,0,15688901,22907480,16985042,7119471,9877699,6659669,
08AN.3,0,23865235,21002701,17347941,7503528,9617001,8185559,
09AU.2,0,16727058,9054106,4407085,1187474,-102150,-120960,
bk.23,0,35481195,34860405,34821593,34868182,35549255,32655663,
NA6,0,0,0,0,0,0,0,0
NA14,0,0,0,0,0,0,0,0
NA22,0,0,0,0,0,0,0,0
NA30,0,0,0,0,0,0,0,0
04AG.3,0,13732128,29343744,25991330,15321699,11892503,7312247,
04AO.3,0,24114114,37195184,28752904,20421661,11188270,11187907,
bk.17,0,-28523,445527,254835,226685,51297,324184,
08AS.1,0,16733791,12595718,8338404,5749672,2683739,1867770,
08AS.2,0,16259039,13985824,8553239,4863956,3750914,1642059,
08AS.3,0,16668092,13183424,8617547,5986880,3152428,1413759,
bk.19,0,-43543,107664,58956,52143,-30537,210435,
bk.24,0,-51190,34324660,35836869,35976234,-39868,194701,
NA7,0,0,0,0,0,0,0,0
NA15,0,0,0,0,0,0,0,0
NA23,0,0,0,0,0,0,0,0
NA31,0,0,0,0,0,0,0,0
04AH.3,0,18889833,33114311,22177989,18511784,18184351,2305114,
bk.16,0,-56603,348724,154711,138788,22066,188937,
bk.18,0,-22757,262259,-19692,-32164,-19853,239522,
09AC.1,0,21952903,26248280,22003347,11809515,2475354,-89695,
09AC.2,0,21248841,27355421,21977320,8061747,4930802,-642508,
09AC.3,0,22623562,26959048,21772697,9959109,938448,-34472,
bk.20,0,-43543,209846,125418,77742,-33629,222990,
bk.25,0,-29275,36810321,169419,35150969,-26045,249431,
NA8,0,0,0,0,0,0,0,0
NA16,0,0,0,0,0,0,0,0
NA24,0,0,0,0,0,0,0,0
NA32,0,0,0,0,0,0,0,0
03AI.1r,0,22683536,30893900,8069453,8977727,12229113,15505086,40766209
05AI.1r,0,17066372,22914535,15330183,6257894,6303977,2213416,23044413
06AA.1r,0,24287950,36254310,32823902,8618790,22242693,10957545,36402373
06AN.1r,0,16407496,28257361,22376727,2770710,7239009,213523,18542254
03AI.2r,0,23192366,32516421,27903888,5505061,9167407,6728933,45254277
05AI.2r,0,16332130,21290336,16661712,5448597,5928590,1311859,21764365
06AA.2r,0,23639285,39297694,31166195,6885466,19172782,12391753,37718960
06AN.2r,0,17396069,31283691,23798762,5463041,9271697,-55065,17023341
03AI.3r,0,23173490,33252516,28461373,6581651,12045274,3042300,38170968
05AI.3r,0,18657125,22875164,15651915,5131151,4111613,1852634,18953209
06AA.3r,0,21678528,36609167,29489134,7587128,15997634,8977467,34592579
06AN.3r,0,17332588,32778538,23050974,5175909,5121688,326144,17096946
03AK.1r,0,19545018,27601708,24694637,13028985,14021899,9498026,20192941
05AJ.1r,0,20679907,35334327,25826960,2740573,7993205,7565657,38905445
06AB.1r,0,18516548,34245559,25509526,6689136,5233497,2429665,52165843
07AB.1r,0,14074859,28777357,26697346,7055831,10254239,4977660,35240481
03AK.2r,0,20484163,28256371,25455633,4162306,7516571,13022720,31026067
05AJ.2r,0,16865962,23629550,18603851,4464673,7930790,7150520,46506774
06AB.2r,0,14162741,32991124,25833561,4644801,8372027,4438423,62378462
07AB.2r,0,4600022,14948549,11852248,2413157,1718287,538193,10222771
03AK.3r,0,19263979,25945539,23161215,7082723,10706089,2890665,24115402
05AJ.3r,0,19447164,31898632,19181603,6873308,6829951,8742176,43053355
06AB.3r,0,18162701,35334375,23227084,12735329,7213462,7268421,49927004
07AB.3r,0,4653875,15516950,12044781,3222420,996357,214274,8986410
05AA.1r,0,23180302,23913876,21137013,8195196,9151625,16329421,30596591
05AK.1r,0,26094167,37153485,29347735,9928380,21328033,16479575,34758814
06AC.1r,0,17172123,17984085,10735131,3154097,3219965,1777709,4877141
07AG.1r,0,22767727,31626851,26473650,3586310,1984804,684474,6840888
05AA.2r,0,23403821,25752779,24038587,10191511,6055028,28518835,30128990
05AK.2r,0,24880845,36796794,29085806,14086049,14029182,15774443,38493062
06AC.2r,0,16063056,17515684,10414323,3824757,2929022,674368,5279212
07AG.2r,0,23182944,28039642,23661051,8864819,3049078,221117,4428296
05AA.3r,0,23595403,25473998,23999822,10338625,10343670,8905968,34241447
05AK.3r,0,25732752,40962174,30528342,11004517,9499494,7959918,34599830
06AC.3r,0,16013820,19245945,11073062,4657757,2135956,407127,4844444
07AG.3r,0,23166187,29019875,25285441,3306875,1779567,162749,3264110
05AC.1r,0,25620527,45946044,44400331,30891598,25166192,10186639,46236846
05AL.1r,0,26552484,42510676,35779293,21018759,26654483,2137295,36420478
06AI.1r,0,17752059,21822642,19944823,10745064,5426142,325367,13480163
07AL.1r,0,22761089,27117683,29984903,20645606,15164098,2511921,35624657
05AC.2r,0,29118273,46979392,44660807,33273114,24532444,1536724,54935871
05AL.2r,0,25682284,39735801,35760182,22210803,23875433,876299,48537860
06AI.2r,0,16385968,24732440,18295940,10269882,3344212,520122,10493952
07AL.2r,0,23497748,25449149,25794177,20836366,13921576,2883664,42310044
05AC.3r,0,29870651,42753697,40495338,34048577,30607015,9827862,52571974
05AL.3r,0,27818530,40953285,37628236,19022895,15090928,12137666,43137640
06AI.3r,0,16964323,24040629,17381410,10837653,3022258,1092732,11687203
07AL.3r,0,24056626,27426915,32847243,20515856,7257254,6738578,43087208
05AD.1r,0,31744068,27412393,26138324,13343106,10832887,11079975,36478083
05AM.1r,0,20312693,27697213,20706122,9792555,10358700,18920061,32805307
06AJ.1r,0,26981558,30578335,28499455,12363403,20338339,10101937,25736001
bk.26r,0,-5243248,-2953956,-3213196,-4634301,-4143249,-3861789,31798094
05AD.2r,0,30608815,21546514,24090406,12137676,10097272,7777656,37912969
05AM.2r,0,23341308,35143401,22062982,12420312,18051091,15650889,30446492
06AJ.2r,0,29464823,29930414,27319312,16556917,16916539,8269589,29259455
bk.30r,0,-2752389,-3454552,-3428373,-2759467,-3217540,-3473327,34007400
05AD.3r,0,30205254,23963923,27863518,12922766,15555449,6255423,36646730
05AM.3r,0,23023221,33908147,23115384,13467032,12769505,9629845,33339816
06AJ.3r,0,28177714,29393330,30594587,20017886,13599270,18010650,28581134
bk.34r,0,-1731542,-3318671,-3085609,-2333411,-2366390,-2392063,30621173
05AE.1r,0,17386901,24859425,19293679,10137709,11692284,2294682,19792054
05AN.1r,0,24336693,30409880,27156647,21427579,18721667,11265906,22797686
06AK.1r,0,25859518,29770329,24349803,16610723,14710905,11235061,37339116
bk.27r,0,-7058,288913,233833,35514863,49077,223186,21897066
05AE.2r,0,18962199,23682299,20316221,8605901,16415130,2250333,18478521
05AN.2r,0,24516638,28730368,24503491,13970683,17018758,3277071,20271346
06AK.2r,0,24990144,33395792,25151025,16266144,14677971,4433441,31472158
bk.31r,0,-5446,359922,185853,35440755,55211,188127,20413103
05AE.3r,0,19833189,24677503,21807350,12920763,18750387,3175698,17928740
05AN.3r,0,23990023,29494318,26830616,21133199,14909625,2617020,20362918
06AK.3r,0,26573164,31220407,26813421,23663729,10889659,1389100,31581807
bk.35r,0,-6362,275452,226002,38862548,39156,159517,21405073
05AG.1r,0,23322758,39787497,35798257,28097974,16310170,28476390,41702853
05AO.1r,0,23254005,35767760,21087502,7307016,24912733,18395995,41172725
06AL.1r,0,25846488,39526582,43554897,29568392,34545322,27931320,59090106
bk.28r,0,-7484,386158,434579,958122,201930,442183,1215501
05AG.2r,0,22953042,39996723,34635159,10907443,20016649,20346992,47416982
05AO.2r,0,22741852,36236354,19332524,7152347,20413832,3083666,81783079
06AL.2r,0,26311073,39744666,42236882,37420641,27869341,15213048,52772973
bk.32r,0,-35522,297576,392740,995429,121878,281932,1231782
05AG.3r,0,22573443,40423704,35228646,22549042,19195187,5565583,46307203
05AO.3r,0,37911260,42240157,19806634,10003379,23899224,15003981,113611810
06AL.3r,0,24248212,41037566,41785109,45420484,27253061,6390817,51582651
bk.36r,0,-22766,383095,341768,1099891,122928,230825,1170227
05AH.1r,0,26569913,31388615,23123136,8911415,15293918,22228831,21475439
bk.38r,0,32072593,44576962,33079930,6091937,21494539,9058653,31698088
06AM.1r,0,27106836,30532729,16100930,4174935,13063737,8768300,20877035
bk.29,0,-4956,321879,114536,667722,34215,200435,875689
05AH.2r,0,26581473,31146591,26588260,6426736,16976919,7912821,21287954
bk.39r,0,-12603,331592,218864,757814,49812,229887,984083
06AM.2r,0,25666673,33537097,14062144,3655871,10806800,1148367,19231824
bk.33r,0,-4259,277025,100872,710523,7716,176494,895071
05AH.3r,0,25491760,31720154,22648333,6587310,21108810,1509279,24126183
bk.40r,0,29258,308338,174108,729522,93834,194997,930661
06AM.3r,0,25719972,34130583,16109759,6918706,5819287,2990905,20301903
bk.37r,0,-2015,273720,97955,794131,4702,249834,882125
07AC.1,0,4854891,9935531,13827995,10872764,8387455,7348149,2488588
07AO.1,0,5256672,9016994,11928756,10642617,6376942,6235347,4704987
08AI.1,0,9472632,17181080,20444657,15323742,7136879,4703371,1641777
09AD.1,0,3183894,15204613,17189648,13199011,2679341,9597083,950502
09AT.1,0,6604425,9746748,10592155,8465039,3128056,2267695,1146364
11AM.1,0,528087,567365,1867264,1855427,2176653,683968,475251
07AC.2,0,5573646,8328537,11703558,12225763,6265432,5290957,2196237
07AO.2,0,544876,-5749,4308,-20005,433585,-57060,2652766
08AI.2,0,10042491,14113808,17076808,14106950,5807089,3659534,2125669
09AD.2,0,2603265,12165885,13438747,12585917,4210917,5213045,1235653
09AT.2,0,7198607,9279382,9881209,8204942,2021680,1684444,770483
11AM.2,0,507292,279997,1624793,1869357,1327488,430245,0
07AD.1,0,10756188,27246730,30267638,29069755,28076313,35023106,19866942
08AA.1,0,6439894,23637482,28254028,25274191,16706949,5196690,1029711
08AK.1,0,1860689,3066986,2825661,5198397,974757,2227284,2310009
09AG.1,0,3197915,14184658,14470258,11874390,1309640,2934732,692715
09AV.1,0,3606344,8278941,12551610,11349490,3065806,7965105,3303716
bk.41,0,505870,-13725,-3850,-8697,-53588,-76920,24483
07AD.2,0,10806949,24364683,30117134,30074560,15291091,36209166,20407000
08AA.2,0,499132,154452,144009,122635,8123,79732,3145299
08AK.2,0,6376081,19779202,24407160,20190999,5039883,2856840,2403619
09AG.2,0,4342063,12029083,12375210,10118465,2114593,2854584,1274537
09AV.2,0,4787165,8521329,14429842,12869001,4756233,6661106,4131806
bk.48,0,474014,-8988,48067,-7300,-64795,-84474,0
